timestamp_ns,wx,wy,wz,ax,ay,az
1305031907037206784,0.0,0.0,0.0,0.862123,7.627394,-6.178549
1305031907038157824,0.0,0.0,0.0,0.862123,7.627394,-6.178549
1305031907041872896,0.0,0.0,0.0,1.053706,7.603447,-6.370132
1305031907042799872,0.0,0.0,0.0,1.053706,7.603447,-6.370132
1305031907044069888,0.0,0.0,0.0,1.053706,7.603447,-6.370132
1305031907045273088,0.0,0.0,0.0,1.053706,7.603447,-6.370132
1305031907048332032,0.0,0.0,0.0,1.245289,7.627394,-6.465923
1305031907049334016,0.0,0.0,0.0,1.245289,7.627394,-6.465923
1305031907052942080,0.0,0.0,0.0,1.245289,7.579499,-6.609610
1305031907053963008,0.0,0.0,0.0,1.245289,7.579499,-6.609610
1305031907057197056,0.0,0.0,0.0,0.862123,7.627394,-6.465923
1305031907058407168,0.0,0.0,0.0,0.862123,7.627394,-6.465923
1305031907061833984,0.0,0.0,0.0,0.957915,7.627394,-6.657506
1305031907062854144,0.0,0.0,0.0,0.957915,7.627394,-6.657506
1305031907064070912,0.0,0.0,0.0,0.957915,7.627394,-6.657506
1305031907065211136,0.0,0.0,0.0,0.957915,7.627394,-6.657506
1305031907068197888,0.0,0.0,0.0,1.053706,7.627394,-6.657506
1305031907069271040,0.0,0.0,0.0,1.053706,7.627394,-6.657506
1305031907072966144,0.0,0.0,0.0,0.910019,7.627394,-6.657506
1305031907073961984,0.0,0.0,0.0,0.910019,7.627394,-6.657506
1305031907077070080,0.0,0.0,0.0,0.862123,7.627394,-6.657506
1305031907078195968,0.0,0.0,0.0,0.862123,7.627394,-6.657506
1305031907079320064,0.0,0.0,0.0,0.862123,7.627394,-6.657506
1305031907080526080,0.0,0.0,0.0,0.862123,7.627394,-6.657506
1305031907083977984,0.0,0.0,0.0,0.862123,7.435812,-6.657506
1305031907085082880,0.0,0.0,0.0,0.862123,7.435812,-6.657506
1305031907088332800,0.0,0.0,0.0,0.957915,7.435812,-6.849089
1305031907089298944,0.0,0.0,0.0,0.957915,7.435812,-6.849089
1305031907092979968,0.0,0.0,0.0,1.209367,7.435812,-6.561715
1305031907094125056,0.0,0.0,0.0,1.209367,7.435812,-6.561715
1305031907097220864,0.0,0.0,0.0,1.053706,7.615421,-6.657506
1305031907098198016,0.0,0.0,0.0,1.053706,7.615421,-6.657506
1305031907101854208,0.0,0.0,0.0,1.209367,7.435812,-6.657506
1305031907102796032,0.0,0.0,0.0,1.209367,7.435812,-6.657506
1305031907104072192,0.0,0.0,0.0,1.209367,7.435812,-6.657506
1305031907105210112,0.0,0.0,0.0,1.209367,7.435812,-6.657506
1305031907108449024,0.0,0.0,0.0,1.257263,7.627394,-6.657506
1305031907109339904,0.0,0.0,0.0,1.257263,7.627394,-6.657506
1305031907112958976,0.0,0.0,0.0,1.053706,7.615421,-6.657506
1305031907113960960,0.0,0.0,0.0,1.053706,7.615421,-6.657506
1305031907117208832,0.0,0.0,0.0,1.053706,7.627394,-6.370132
1305031907118238976,0.0,0.0,0.0,1.053706,7.627394,-6.370132
1305031907119488000,0.0,0.0,0.0,1.053706,7.627394,-6.370132
1305031907122802944,0.0,0.0,0.0,1.053706,7.603447,-6.370132
1305031907123961856,0.0,0.0,0.0,1.053706,7.603447,-6.370132
1305031907127197952,0.0,0.0,0.0,0.874097,7.627394,-6.274340
1305031907128221952,0.0,0.0,0.0,0.874097,7.627394,-6.274340
1305031907131858176,0.0,0.0,0.0,0.862123,7.627394,-6.274340
1305031907132817152,0.0,0.0,0.0,0.862123,7.627394,-6.274340
1305031907134087936,0.0,0.0,0.0,0.862123,7.627394,-6.274340
1305031907135084032,0.0,0.0,0.0,0.862123,7.627394,-6.274340
1305031907138371072,0.0,0.0,0.0,0.862123,7.627394,-6.274340
1305031907139396864,0.0,0.0,0.0,0.862123,7.627394,-6.274340
1305031907142967040,0.0,0.0,0.0,0.910019,7.723186,-6.250392
1305031907143960832,0.0,0.0,0.0,0.910019,7.723186,-6.250392
1305031907147264000,0.0,0.0,0.0,1.053706,7.723186,-6.322236
1305031907148237056,0.0,0.0,0.0,1.053706,7.723186,-6.322236
1305031907151716864,0.0,0.0,0.0,0.957915,8.010560,-6.274340
1305031907152812032,0.0,0.0,0.0,0.957915,8.010560,-6.274340
1305031907154094080,0.0,0.0,0.0,0.957915,8.010560,-6.274340
1305031907155070976,0.0,0.0,0.0,0.957915,8.010560,-6.274340
1305031907158363136,0.0,0.0,0.0,1.053706,7.986612,-6.274340
1305031907159365888,0.0,0.0,0.0,1.053706,7.986612,-6.274340
1305031907162924032,0.0,0.0,0.0,1.053706,7.986612,-6.465923
1305031907163918848,0.0,0.0,0.0,1.053706,7.986612,-6.465923
1305031907167212032,0.0,0.0,0.0,1.161471,7.962665,-6.274340
1305031907168173056,0.0,0.0,0.0,1.161471,7.962665,-6.274340
1305031907171880960,0.0,0.0,0.0,1.233315,7.986612,-6.274340
1305031907172815104,0.0,0.0,0.0,1.233315,7.986612,-6.274340
1305031907174092032,0.0,0.0,0.0,1.233315,7.986612,-6.274340
1305031907175066112,0.0,0.0,0.0,1.233315,7.986612,-6.274340
1305031907178358016,0.0,0.0,0.0,1.053706,7.962665,-6.465923
1305031907179320064,0.0,0.0,0.0,1.053706,7.962665,-6.465923
1305031907182985984,0.0,0.0,0.0,1.053706,8.010560,-6.669480
1305031907183949824,0.0,0.0,0.0,1.053706,8.010560,-6.669480
1305031907187212032,0.0,0.0,0.0,1.053706,8.010560,-6.370132
1305031907188225024,0.0,0.0,0.0,1.053706,8.010560,-6.370132
1305031907191858944,0.0,0.0,0.0,1.053706,7.818977,-6.657506
1305031907192955904,0.0,0.0,0.0,1.053706,7.818977,-6.657506
1305031907194170112,0.0,0.0,0.0,1.053706,7.818977,-6.657506
1305031907195163904,0.0,0.0,0.0,1.053706,7.818977,-6.657506
1305031907198296064,0.0,0.0,0.0,1.233315,7.962665,-6.370132
1305031907199367936,0.0,0.0,0.0,1.233315,7.962665,-6.370132
1305031907202982912,0.0,0.0,0.0,1.161471,7.723186,-6.465923
1305031907203946240,0.0,0.0,0.0,1.161471,7.723186,-6.465923
1305031907207206912,0.0,0.0,0.0,1.053706,7.818977,-6.609610
1305031907208251904,0.0,0.0,0.0,1.053706,7.818977,-6.609610
1305031907211836160,0.0,0.0,0.0,1.209367,7.723186,-6.465923
1305031907212798976,0.0,0.0,0.0,1.209367,7.723186,-6.465923
1305031907214087936,0.0,0.0,0.0,1.209367,7.723186,-6.465923
1305031907215062016,0.0,0.0,0.0,1.209367,7.723186,-6.465923
1305031907218384896,0.0,0.0,0.0,0.862123,7.818977,-6.274340
1305031907219368960,0.0,0.0,0.0,0.862123,7.818977,-6.274340
1305031907222982912,0.0,0.0,0.0,1.053706,7.818977,-6.274340
1305031907223963136,0.0,0.0,0.0,1.053706,7.818977,-6.274340
1305031907227184128,0.0,0.0,0.0,0.957915,7.818977,-6.178549
1305031907228184064,0.0,0.0,0.0,0.957915,7.818977,-6.178549
1305031907231704064,0.0,0.0,0.0,1.053706,7.914769,-6.082757
1305031907232804096,0.0,0.0,0.0,1.053706,7.914769,-6.082757
1305031907234072064,0.0,0.0,0.0,1.053706,7.914769,-6.082757
1305031907235068928,0.0,0.0,0.0,1.053706,7.914769,-6.082757
1305031907238292992,0.0,0.0,0.0,0.957915,8.010560,-5.939070
1305031907239336960,0.0,0.0,0.0,0.957915,8.010560,-5.939070
1305031907242980864,0.0,0.0,0.0,0.910019,7.986612,-5.939070
1305031907243948032,0.0,0.0,0.0,0.910019,7.986612,-5.939070
1305031907247184128,0.0,0.0,0.0,1.053706,7.914769,-6.082757
1305031907248198912,0.0,0.0,0.0,1.053706,7.914769,-6.082757
1305031907251816960,0.0,0.0,0.0,1.053706,7.962665,-6.082757
1305031907252811008,0.0,0.0,0.0,1.053706,7.962665,-6.082757
1305031907254086912,0.0,0.0,0.0,1.053706,7.962665,-6.082757
1305031907255084032,0.0,0.0,0.0,1.053706,7.962665,-6.082757
1305031907258338816,0.0,0.0,0.0,1.053706,7.818977,-5.986966
1305031907259335168,0.0,0.0,0.0,1.053706,7.818977,-5.986966
1305031907262936064,0.0,0.0,0.0,0.957915,7.962665,-6.082757
1305031907263932928,0.0,0.0,0.0,0.957915,7.962665,-6.082757
1305031907267033088,0.0,0.0,0.0,0.910019,7.986612,-5.986966
1305031907268215040,0.0,0.0,0.0,0.910019,7.986612,-5.986966
1305031907269795840,0.0,0.0,0.0,0.910019,7.986612,-5.986966
1305031907272939008,0.0,0.0,0.0,1.053706,7.818977,-6.082757
1305031907273972992,0.0,0.0,0.0,1.053706,7.818977,-6.082757
1305031907277193984,0.0,0.0,0.0,0.862123,7.818977,-5.843279
1305031907278333952,0.0,0.0,0.0,0.862123,7.818977,-5.843279
1305031907281855232,0.0,0.0,0.0,0.862123,7.818977,-5.986966
1305031907282796032,0.0,0.0,0.0,0.862123,7.818977,-5.986966
1305031907284075008,0.0,0.0,0.0,0.862123,7.818977,-5.986966
1305031907285208064,0.0,0.0,0.0,0.862123,7.818977,-5.986966
1305031907288348928,0.0,0.0,0.0,0.910019,7.818977,-5.843279
1305031907289336832,0.0,0.0,0.0,0.910019,7.818977,-5.843279
1305031907292953088,0.0,0.0,0.0,1.053706,7.675290,-5.986966
1305031907293935104,0.0,0.0,0.0,1.053706,7.675290,-5.986966
1305031907297175040,0.0,0.0,0.0,0.862123,7.818977,-5.891174
1305031907298166016,0.0,0.0,0.0,0.862123,7.818977,-5.891174
1305031907301815040,0.0,0.0,0.0,0.886071,7.914769,-5.986966
1305031907302962944,0.0,0.0,0.0,0.886071,7.914769,-5.986966
1305031907303970048,0.0,0.0,0.0,0.886071,7.914769,-5.986966
1305031907307207936,0.0,0.0,0.0,0.862123,8.010560,-5.939070
1305031907308208896,0.0,0.0,0.0,0.862123,8.010560,-5.939070
1305031907311834112,0.0,0.0,0.0,0.826201,7.818977,-5.699591
1305031907312803072,0.0,0.0,0.0,0.826201,7.818977,-5.699591
1305031907314071040,0.0,0.0,0.0,0.826201,7.818977,-5.699591
1305031907315063040,0.0,0.0,0.0,0.826201,7.818977,-5.699591
1305031907318332928,0.0,0.0,0.0,0.910019,7.818977,-5.891174
1305031907319364096,0.0,0.0,0.0,0.910019,7.818977,-5.891174
1305031907322978048,0.0,0.0,0.0,0.778306,7.818977,-5.795383
1305031907323964160,0.0,0.0,0.0,0.778306,7.818977,-5.795383
1305031907327174912,0.0,0.0,0.0,0.826201,8.010560,-5.508009
1305031907328169984,0.0,0.0,0.0,0.826201,8.010560,-5.508009
1305031907331849216,0.0,0.0,0.0,0.778306,7.914769,-5.508009
1305031907332940032,0.0,0.0,0.0,0.778306,7.914769,-5.508009
1305031907334073088,0.0,0.0,0.0,0.778306,7.914769,-5.508009
1305031907335213824,0.0,0.0,0.0,0.778306,7.914769,-5.508009
1305031907338339072,0.0,0.0,0.0,0.778306,7.962665,-5.699591
1305031907339320064,0.0,0.0,0.0,0.778306,7.962665,-5.699591
1305031907342972160,0.0,0.0,0.0,0.862123,7.914769,-5.508009
1305031907343965952,0.0,0.0,0.0,0.862123,7.914769,-5.508009
1305031907347191040,0.0,0.0,0.0,0.862123,7.914769,-5.460113
1305031907348242944,0.0,0.0,0.0,0.862123,7.914769,-5.460113
1305031907349805056,0.0,0.0,0.0,0.862123,7.914769,-5.460113
1305031907353082880,0.0,0.0,0.0,0.886071,7.723186,-5.891174
1305031907354088960,0.0,0.0,0.0,0.886071,7.723186,-5.891174
1305031907357209856,0.0,0.0,0.0,0.862123,7.627394,-5.843279
1305031907358240000,0.0,0.0,0.0,0.862123,7.627394,-5.843279
1305031907361801984,0.0,0.0,0.0,0.778306,7.675290,-5.699591
1305031907362791936,0.0,0.0,0.0,0.778306,7.675290,-5.699591
1305031907364046080,0.0,0.0,0.0,0.778306,7.675290,-5.699591
1305031907365044992,0.0,0.0,0.0,0.778306,7.675290,-5.699591
1305031907368200960,0.0,0.0,0.0,0.682514,7.651342,-5.603800
1305031907369309952,0.0,0.0,0.0,0.682514,7.651342,-5.603800
1305031907372953856,0.0,0.0,0.0,0.682514,7.531603,-5.795383
1305031907373965056,0.0,0.0,0.0,0.682514,7.531603,-5.795383
1305031907377218048,0.0,0.0,0.0,0.682514,7.627394,-5.603800
1305031907378350080,0.0,0.0,0.0,0.682514,7.627394,-5.603800
1305031907381895936,0.0,0.0,0.0,0.574749,7.627394,-5.508009
1305031907382798080,0.0,0.0,0.0,0.574749,7.627394,-5.508009
1305031907384090880,0.0,0.0,0.0,0.574749,7.627394,-5.508009
1305031907385221888,0.0,0.0,0.0,0.574749,7.627394,-5.508009
1305031907388339968,0.0,0.0,0.0,0.478957,7.627394,-5.508009
1305031907389317888,0.0,0.0,0.0,0.478957,7.627394,-5.508009
1305031907392936960,0.0,0.0,0.0,0.443035,7.627394,-5.603800
1305031907393922048,0.0,0.0,0.0,0.443035,7.627394,-5.603800
1305031907397184000,0.0,0.0,0.0,0.287374,7.675290,-5.519982
1305031907398180864,0.0,0.0,0.0,0.287374,7.675290,-5.519982
1305031907401808128,0.0,0.0,0.0,0.443035,7.675290,-5.699591
1305031907402787840,0.0,0.0,0.0,0.443035,7.675290,-5.699591
1305031907404052992,0.0,0.0,0.0,0.443035,7.675290,-5.699591
1305031907405172992,0.0,0.0,0.0,0.443035,7.675290,-5.699591
1305031907408320000,0.0,0.0,0.0,0.191583,8.010560,-5.316426
1305031907409463808,0.0,0.0,0.0,0.191583,8.010560,-5.316426
1305031907412962816,0.0,0.0,0.0,0.478957,8.010560,-5.316426
1305031907413943040,0.0,0.0,0.0,0.478957,8.010560,-5.316426
1305031907417193984,0.0,0.0,0.0,0.478957,8.202143,-5.124843
1305031907418196992,0.0,0.0,0.0,0.478957,8.202143,-5.124843
1305031907421839104,0.0,0.0,0.0,0.478957,8.369778,-5.100895
1305031907422796032,0.0,0.0,0.0,0.478957,8.369778,-5.100895
1305031907424088832,0.0,0.0,0.0,0.478957,8.369778,-5.100895
1305031907425051904,0.0,0.0,0.0,0.478957,8.369778,-5.100895
1305031907428168960,0.0,0.0,0.0,0.526853,8.369778,-5.124843
1305031907429306112,0.0,0.0,0.0,0.526853,8.369778,-5.124843
1305031907432802816,0.0,0.0,0.0,0.682514,8.202143,-5.316426
1305031907433968128,0.0,0.0,0.0,0.682514,8.202143,-5.316426
1305031907437211904,0.0,0.0,0.0,0.395140,8.393726,-5.124843
1305031907438216960,0.0,0.0,0.0,0.395140,8.393726,-5.124843
1305031907439311872,0.0,0.0,0.0,0.395140,8.393726,-5.124843
1305031907440556032,0.0,0.0,0.0,0.395140,8.393726,-5.124843
1305031907444133888,0.0,0.0,0.0,0.478957,8.297935,-5.316426
1305031907445090048,0.0,0.0,0.0,0.478957,8.297935,-5.316426
1305031907448327936,0.0,0.0,0.0,0.526853,8.058456,-5.699591
1305031907449321984,0.0,0.0,0.0,0.526853,8.058456,-5.699591
1305031907452928000,0.0,0.0,0.0,0.478957,8.034508,-5.519982
1305031907453947904,0.0,0.0,0.0,0.478957,8.034508,-5.519982
1305031907457204224,0.0,0.0,0.0,0.574749,8.022534,-5.603800
1305031907458201856,0.0,0.0,0.0,0.574749,8.022534,-5.603800
1305031907461807104,0.0,0.0,0.0,0.443035,8.010560,-5.508009
1305031907462779904,0.0,0.0,0.0,0.443035,8.010560,-5.508009
1305031907464040960,0.0,0.0,0.0,0.443035,8.010560,-5.508009
1305031907465081856,0.0,0.0,0.0,0.443035,8.010560,-5.508009
1305031907468348928,0.0,0.0,0.0,0.443035,8.010560,-5.484061
1305031907469285120,0.0,0.0,0.0,0.443035,8.010560,-5.484061
1305031907472930048,0.0,0.0,0.0,0.443035,8.010560,-5.508009
1305031907473936128,0.0,0.0,0.0,0.443035,8.010560,-5.508009
1305031907477222912,0.0,0.0,0.0,0.395140,7.818977,-5.316426
1305031907478244096,0.0,0.0,0.0,0.395140,7.818977,-5.316426
1305031907479473152,0.0,0.0,0.0,0.395140,7.818977,-5.316426
1305031907480609792,0.0,0.0,0.0,0.395140,7.818977,-5.316426
1305031907484195840,0.0,0.0,0.0,0.478957,7.818977,-5.316426
1305031907487212032,0.0,0.0,0.0,0.395140,7.818977,-5.136817
1305031907488228096,0.0,0.0,0.0,0.395140,7.818977,-5.136817
1305031907491860992,0.0,0.0,0.0,0.478957,7.818977,-5.316426
1305031907493259008,0.0,0.0,0.0,0.478957,7.818977,-5.316426
1305031907494170880,0.0,0.0,0.0,0.478957,7.818977,-5.316426
1305031907495166976,0.0,0.0,0.0,0.478957,7.818977,-5.316426
1305031907498297088,0.0,0.0,0.0,0.395140,7.818977,-5.076947
1305031907499296000,0.0,0.0,0.0,0.395140,7.818977,-5.076947
1305031907502968064,0.0,0.0,0.0,0.478957,7.818977,-4.837468
1305031907503950080,0.0,0.0,0.0,0.478957,7.818977,-4.837468
1305031907507214080,0.0,0.0,0.0,0.478957,7.914769,-4.933260
1305031907508222976,0.0,0.0,0.0,0.478957,7.914769,-4.933260
1305031907511848960,0.0,0.0,0.0,0.478957,7.818977,-4.837468
1305031907512793088,0.0,0.0,0.0,0.478957,7.818977,-4.837468
1305031907514099968,0.0,0.0,0.0,0.478957,7.818977,-4.837468
1305031907515072000,0.0,0.0,0.0,0.478957,7.818977,-4.837468
1305031907518345984,0.0,0.0,0.0,0.526853,7.818977,-5.076947
1305031907519321088,0.0,0.0,0.0,0.526853,7.818977,-5.076947
1305031907522985984,0.0,0.0,0.0,0.682514,8.010560,-5.124843
1305031907523948800,0.0,0.0,0.0,0.682514,8.010560,-5.124843
1305031907527056896,0.0,0.0,0.0,0.502905,8.010560,-5.124843
1305031907528214016,0.0,0.0,0.0,0.502905,8.010560,-5.124843
1305031907531815936,0.0,0.0,0.0,0.682514,8.034508,-5.136817
1305031907532987136,0.0,0.0,0.0,0.682514,8.034508,-5.136817
1305031907533794048,0.0,0.0,0.0,0.682514,8.034508,-5.136817
1305031907537217024,0.0,0.0,0.0,0.778306,8.202143,-5.316426
1305031907538199808,0.0,0.0,0.0,0.778306,8.202143,-5.316426
1305031907541950976,0.0,0.0,0.0,0.826201,8.202143,-5.076947
1305031907542972928,0.0,0.0,0.0,0.826201,8.202143,-5.076947
1305031907544076032,0.0,0.0,0.0,0.826201,8.202143,-5.076947
1305031907545201920,0.0,0.0,0.0,0.826201,8.202143,-5.076947
1305031907548222976,0.0,0.0,0.0,0.957915,8.202143,-5.124843
1305031907549336064,0.0,0.0,0.0,0.957915,8.202143,-5.124843
1305031907552923904,0.0,0.0,0.0,0.862123,8.202143,-4.789573
1305031907553934080,0.0,0.0,0.0,0.862123,8.202143,-4.789573
1305031907557195008,0.0,0.0,0.0,0.886071,8.010560,-4.837468
1305031907558248960,0.0,0.0,0.0,0.886071,8.010560,-4.837468
1305031907561799936,0.0,0.0,0.0,0.886071,8.106352,-4.765625
1305031907562791168,0.0,0.0,0.0,0.886071,8.106352,-4.765625
1305031907564048128,0.0,0.0,0.0,0.886071,8.106352,-4.765625
1305031907565038848,0.0,0.0,0.0,0.886071,8.106352,-4.765625
1305031907568207104,0.0,0.0,0.0,1.053706,8.106352,-4.789573
1305031907569293056,0.0,0.0,0.0,1.053706,8.106352,-4.789573
1305031907572796160,0.0,0.0,0.0,1.053706,8.106352,-4.741677
1305031907573967872,0.0,0.0,0.0,1.053706,8.106352,-4.741677
1305031907577213952,0.0,0.0,0.0,0.957915,8.369778,-4.454303
1305031907578237952,0.0,0.0,0.0,0.957915,8.369778,-4.454303
1305031907579471104,0.0,0.0,0.0,0.957915,8.369778,-4.454303
1305031907580466944,0.0,0.0,0.0,0.957915,8.369778,-4.454303
1305031907584089088,0.0,0.0,0.0,1.053706,8.202143,-4.310615
1305031907585097984,0.0,0.0,0.0,1.053706,8.202143,-4.310615
1305031907588367872,0.0,0.0,0.0,1.209367,8.202143,-4.166928
1305031907589379072,0.0,0.0,0.0,1.209367,8.202143,-4.166928
1305031907592964864,0.0,0.0,0.0,1.161471,8.058456,-4.310615
1305031907593942016,0.0,0.0,0.0,1.161471,8.058456,-4.310615
1305031907597050880,0.0,0.0,0.0,1.161471,8.022534,-4.358511
1305031907598043904,0.0,0.0,0.0,1.161471,8.022534,-4.358511
1305031907599329024,0.0,0.0,0.0,1.161471,8.022534,-4.358511
1305031907600465920,0.0,0.0,0.0,1.161471,8.022534,-4.358511
1305031907604128000,0.0,0.0,0.0,0.957915,8.202143,-3.975345
1305031907605091072,0.0,0.0,0.0,0.957915,8.202143,-3.975345
1305031907608346112,0.0,0.0,0.0,0.886071,8.202143,-4.071137
1305031907609369088,0.0,0.0,0.0,0.886071,8.202143,-4.071137
1305031907612926976,0.0,0.0,0.0,0.886071,8.058456,-4.166928
1305031907613954048,0.0,0.0,0.0,0.886071,8.058456,-4.166928
1305031907617323008,0.0,0.0,0.0,0.910019,7.615421,-4.550094
1305031907618343168,0.0,0.0,0.0,0.910019,7.615421,-4.550094
1305031907622006016,0.0,0.0,0.0,1.053706,7.196333,-4.645885
1305031907622972928,0.0,0.0,0.0,1.053706,7.196333,-4.645885
1305031907624221184,0.0,0.0,0.0,1.053706,7.196333,-4.645885
1305031907625201920,0.0,0.0,0.0,1.053706,7.196333,-4.645885
1305031907628354048,0.0,0.0,0.0,0.862123,6.885011,-4.741677
1305031907629522176,0.0,0.0,0.0,0.862123,6.885011,-4.741677
1305031907632994816,0.0,0.0,0.0,1.053706,6.669480,-4.837468
1305031907634063104,0.0,0.0,0.0,1.053706,6.669480,-4.837468
1305031907637198848,0.0,0.0,0.0,1.053706,6.573688,-4.933260
1305031907638198016,0.0,0.0,0.0,1.053706,6.573688,-4.933260
1305031907641876992,0.0,0.0,0.0,0.957915,6.765271,-4.933260
1305031907642823936,0.0,0.0,0.0,0.957915,6.765271,-4.933260
1305031907644085760,0.0,0.0,0.0,0.957915,6.765271,-4.933260
1305031907645193984,0.0,0.0,0.0,0.957915,6.765271,-4.933260
1305031907648225024,0.0,0.0,0.0,1.053706,6.861063,-5.029051
1305031907649374976,0.0,0.0,0.0,1.053706,6.861063,-5.029051
1305031907652798976,0.0,0.0,0.0,1.053706,6.861063,-5.124843
1305031907653975040,0.0,0.0,0.0,1.053706,6.861063,-5.124843
1305031907657090048,0.0,0.0,0.0,1.257263,6.861063,-5.136817
1305031907658055936,0.0,0.0,0.0,1.257263,6.861063,-5.136817
1305031907659351040,0.0,0.0,0.0,1.257263,6.861063,-5.136817
1305031907660541184,0.0,0.0,0.0,1.257263,6.861063,-5.136817
1305031907664058880,0.0,0.0,0.0,1.448846,6.861063,-5.699591
1305031907665051904,0.0,0.0,0.0,1.448846,6.861063,-5.699591
1305031907668350976,0.0,0.0,0.0,1.245289,7.052646,-5.699591
1305031907669325056,0.0,0.0,0.0,1.245289,7.052646,-5.699591
1305031907672965120,0.0,0.0,0.0,1.293185,6.908959,-5.891174
1305031907674114048,0.0,0.0,0.0,1.293185,6.908959,-5.891174
1305031907677221888,0.0,0.0,0.0,1.257263,6.861063,-5.891174
1305031907678199040,0.0,0.0,0.0,1.257263,6.861063,-5.891174
1305031907681863936,0.0,0.0,0.0,1.245289,6.849089,-5.986966
1305031907682800128,0.0,0.0,0.0,1.245289,6.849089,-5.986966
1305031907684104960,0.0,0.0,0.0,1.245289,6.849089,-5.986966
1305031907685054976,0.0,0.0,0.0,1.245289,6.849089,-5.986966
1305031907688385024,0.0,0.0,0.0,0.957915,6.885011,-6.274340
1305031907689325056,0.0,0.0,0.0,0.957915,6.885011,-6.274340
1305031907693001984,0.0,0.0,0.0,0.862123,6.885011,-6.465923
1305031907693944832,0.0,0.0,0.0,0.862123,6.885011,-6.465923
1305031907697193984,0.0,0.0,0.0,0.826201,6.908959,-6.465923
1305031907698182144,0.0,0.0,0.0,0.826201,6.908959,-6.465923
1305031907701869056,0.0,0.0,0.0,0.862123,6.956854,-6.370132
1305031907702851072,0.0,0.0,0.0,0.862123,6.956854,-6.370132
1305031907704098816,0.0,0.0,0.0,0.862123,6.956854,-6.370132
1305031907705238016,0.0,0.0,0.0,0.862123,6.956854,-6.370132
1305031907708197120,0.0,0.0,0.0,0.682514,7.052646,-6.465923
1305031907709351168,0.0,0.0,0.0,0.682514,7.052646,-6.465923
1305031907712968192,0.0,0.0,0.0,0.574749,6.956854,-6.657506
1305031907713977088,0.0,0.0,0.0,0.574749,6.956854,-6.657506
1305031907717214208,0.0,0.0,0.0,0.478957,6.885011,-6.669480
1305031907718224896,0.0,0.0,0.0,0.478957,6.885011,-6.669480
1305031907721880832,0.0,0.0,0.0,0.478957,6.873037,-6.944880
1305031907722834176,0.0,0.0,0.0,0.478957,6.873037,-6.944880
1305031907724077824,0.0,0.0,0.0,0.478957,6.873037,-6.944880
1305031907725193984,0.0,0.0,0.0,0.478957,6.873037,-6.944880
1305031907728354048,0.0,0.0,0.0,0.287374,6.885011,-6.705402
1305031907729298944,0.0,0.0,0.0,0.287374,6.885011,-6.705402
1305031907732975104,0.0,0.0,0.0,0.287374,7.052646,-6.465923
1305031907733926144,0.0,0.0,0.0,0.287374,7.052646,-6.465923
1305031907737190912,0.0,0.0,0.0,0.191583,7.052646,-6.322236
