# timestamp tx ty tz qx qy qz qw
1305031911.533251 -0.187382 -0.039032 0.087976 0.042087 -0.215375 -0.147093 0.964472
1305031911.565335 -0.192506 -0.041970 0.093549 0.043757 -0.225703 -0.146807 0.962076
1305031911.597302 -0.198361 -0.043603 0.096772 0.048218 -0.237717 -0.147337 0.958883
1305031911.633337 -0.198618 -0.038091 0.103766 0.054741 -0.251267 -0.153463 0.954106
1305031911.665124 -0.205342 -0.037356 0.108823 0.057291 -0.260584 -0.162166 0.950008
1305031911.697167 -0.210195 -0.035878 0.113530 0.058813 -0.270177 -0.170829 0.945708
1305031911.733203 -0.212521 -0.034665 0.119994 0.059604 -0.279491 -0.180634 0.941118
1305031911.765284 -0.214689 -0.032068 0.126233 0.059802 -0.287548 -0.190549 0.936713
1305031911.797297 -0.219195 -0.031914 0.130407 0.057816 -0.292936 -0.198811 0.933445
1305031911.833338 -0.226333 -0.026070 0.132806 0.055871 -0.297607 -0.205732 0.930582
1305031911.865269 -0.234586 -0.021267 0.133382 0.051773 -0.304044 -0.211775 0.927377
1305031911.897159 -0.241150 -0.021949 0.136577 0.045221 -0.312966 -0.217688 0.923374
1305031911.933063 -0.250095 -0.019267 0.136142 0.038759 -0.322535 -0.223478 0.918981
1305031911.965140 -0.259120 -0.017472 0.135877 0.031067 -0.335446 -0.229796 0.913074
1305031911.997252 -0.262721 -0.013198 0.137975 0.023245 -0.351944 -0.234985 0.905747
1305031912.033135 -0.261188 -0.012956 0.144647 0.013739 -0.367660 -0.239090 0.898595
1305031912.065365 -0.261737 -0.019609 0.149516 0.003975 -0.379348 -0.242090 0.893013
1305031912.096953 -0.259062 -0.020827 0.156604 -0.000171 -0.388383 -0.246913 0.887802
1305031912.133282 -0.260479 -0.026811 0.161978 -0.002413 -0.394727 -0.256373 0.882302
1305031912.165138 -0.260035 -0.028462 0.164259 0.001028 -0.400622 -0.267140 0.876435
1305031912.197357 -0.257826 -0.027985 0.166701 0.005264 -0.404786 -0.279510 0.870629
1305031912.233265 -0.255979 -0.030819 0.169245 0.009236 -0.407636 -0.291014 0.865482
1305031912.265090 -0.256787 -0.035929 0.170998 0.013607 -0.409601 -0.300396 0.861281
1305031912.297250 -0.260411 -0.047160 0.173160 0.021352 -0.413109 -0.306280 0.857367
1305031912.333274 -0.257113 -0.046709 0.168198 0.031837 -0.416719 -0.306357 0.855264
1305031912.365250 -0.254081 -0.046532 0.165868 0.037924 -0.420239 -0.306441 0.853261
1305031912.397198 -0.256222 -0.044370 0.158159 0.042134 -0.423772 -0.307499 0.850933
1305031912.433290 -0.250728 -0.040715 0.160136 0.045500 -0.431741 -0.312407 0.844945
1305031912.465142 -0.249319 -0.041153 0.160732 0.046620 -0.438720 -0.319250 0.838708
1305031912.497123 -0.241798 -0.034574 0.163578 0.047560 -0.445408 -0.324112 0.833248
1305031912.533113 -0.240828 -0.037092 0.166904 0.043218 -0.449648 -0.329350 0.829142
1305031912.565146 -0.239940 -0.037243 0.168013 0.039157 -0.454564 -0.331213 0.825915
1305031912.597090 -0.237727 -0.037774 0.171328 0.034679 -0.460032 -0.331854 0.822825
1305031912.633132 -0.237498 -0.041154 0.171666 0.031042 -0.463562 -0.333331 0.820388
1305031912.665220 -0.235793 -0.042456 0.173065 0.028394 -0.467938 -0.337221 0.816401
1305031912.697182 -0.237764 -0.044754 0.172210 0.024628 -0.473474 -0.342867 0.810961
1305031912.733125 -0.238389 -0.044210 0.171723 0.022431 -0.480208 -0.349809 0.804071
1305031912.765193 -0.235768 -0.047441 0.178371 0.021576 -0.486829 -0.356877 0.796976
1305031912.797155 -0.232547 -0.045451 0.180231 0.022391 -0.487770 -0.360595 0.794701
1305031912.833077 -0.230586 -0.047203 0.184415 0.021771 -0.486511 -0.363286 0.794264
1305031912.865153 -0.229919 -0.051064 0.187991 0.022237 -0.484120 -0.365391 0.794747
1305031912.897198 -0.226470 -0.053436 0.191216 0.024850 -0.481074 -0.365366 0.796529
1305031912.933115 -0.222769 -0.057175 0.193717 0.025988 -0.477251 -0.363320 0.799722
1305031912.965034 -0.224653 -0.064666 0.194258 0.028484 -0.474402 -0.364755 0.800678
1305031912.997049 -0.220470 -0.064328 0.193787 0.035939 -0.471161 -0.364773 0.802282
1305031913.033133 -0.217093 -0.063498 0.190461 0.040307 -0.467669 -0.362158 0.805297
1305031913.065209 -0.215602 -0.065144 0.189715 0.042137 -0.465660 -0.357671 0.808366
1305031913.097038 -0.209968 -0.066472 0.192748 0.043581 -0.463222 -0.349013 0.813459
1305031913.133146 -0.204168 -0.068917 0.197218 0.045149 -0.457386 -0.339506 0.820668
1305031913.165211 -0.200564 -0.071055 0.198361 0.046173 -0.447669 -0.327428 0.830813
1305031913.197113 -0.195800 -0.072483 0.201086 0.046736 -0.437931 -0.314035 0.841079
1305031913.233126 -0.192743 -0.074924 0.202584 0.046326 -0.427615 -0.299826 0.851530
1305031913.265022 -0.186850 -0.075537 0.205468 0.046345 -0.417246 -0.283096 0.862331
1305031913.297160 -0.179074 -0.079965 0.211197 0.045688 -0.405922 -0.266968 0.872850
1305031913.333122 -0.171694 -0.078635 0.213985 0.047346 -0.392376 -0.251821 0.883394
1305031913.365070 -0.163435 -0.082112 0.218692 0.047880 -0.380653 -0.240050 0.891733
1305031913.397099 -0.155619 -0.082951 0.221333 0.049811 -0.367897 -0.229521 0.899717
1305031913.433081 -0.147716 -0.086930 0.223966 0.051948 -0.353076 -0.219448 0.908009
1305031913.465231 -0.136723 -0.088527 0.225636 0.055749 -0.334229 -0.207684 0.917633
1305031913.497227 -0.128816 -0.088040 0.223864 0.057225 -0.308575 -0.191436 0.929978
1305031913.533297 -0.125251 -0.085253 0.217520 0.057643 -0.280845 -0.173885 0.942108
1305031913.565261 -0.121087 -0.086887 0.212397 0.056769 -0.255463 -0.159988 0.951798
1305031913.597139 -0.116244 -0.087022 0.207030 0.059009 -0.231336 -0.145112 0.960179
1305031913.633293 -0.108177 -0.074570 0.199181 0.064914 -0.207729 -0.131844 0.967084
1305031913.665421 -0.101485 -0.062878 0.191739 0.065354 -0.182931 -0.115703 0.974104
1305031913.697243 -0.093810 -0.056434 0.183908 0.061338 -0.159293 -0.097424 0.980496
1305031913.733097 -0.081187 -0.056010 0.176894 0.055316 -0.138388 -0.083747 0.985279
1305031913.765028 -0.070028 -0.055786 0.169108 0.047744 -0.117459 -0.071810 0.989327
1305031913.797106 -0.061041 -0.045281 0.159932 0.041924 -0.097243 -0.055356 0.992835
1305031913.833143 -0.048213 -0.042924 0.153289 0.033827 -0.080905 -0.039456 0.995366
1305031913.865063 -0.038931 -0.045968 0.146485 0.027898 -0.063604 -0.024363 0.997288
1305031913.897116 -0.027128 -0.037511 0.137432 0.025246 -0.047040 -0.006445 0.998553
1305031913.933123 -0.015485 -0.037252 0.129841 0.020810 -0.033090 0.010584 0.999180
1305031913.965134 -0.002121 -0.031920 0.121256 0.021319 -0.021604 0.022932 0.999276
1305031913.997116 0.006588 -0.022386 0.111823 0.021663 -0.007584 0.036100 0.999085
1305031914.033441 0.020136 -0.022306 0.105620 0.020325 0.004237 0.052423 0.998409
1305031914.065072 0.032599 -0.011012 0.094452 0.023200 0.016472 0.065189 0.997467
1305031914.097126 0.043714 -0.003406 0.085601 0.023235 0.029410 0.074975 0.996481
1305031914.133245 0.057929 0.001057 0.077613 0.022863 0.039854 0.085471 0.995281
1305031914.165013 0.072921 0.006442 0.068320 0.024208 0.049910 0.095400 0.993892
1305031914.197110 0.088154 0.015247 0.058116 0.027155 0.060436 0.101763 0.992600
1305031914.233108 0.107410 0.014413 0.049386 0.028573 0.071894 0.108419 0.991090
1305031914.265074 0.125852 0.018081 0.037613 0.035948 0.085662 0.112241 0.989329
1305031914.297165 0.136618 0.032650 0.026700 0.045676 0.098731 0.112495 0.987679
1305031914.333148 0.145487 0.053570 0.016476 0.050947 0.107972 0.111718 0.986542
1305031914.365058 0.153078 0.066135 0.009283 0.047866 0.113046 0.110807 0.986231
1305031914.397215 0.168503 0.072868 0.000648 0.041059 0.112156 0.110178 0.986710
1305031914.433060 0.190741 0.079893 -0.009420 0.035782 0.109415 0.109737 0.987272
1305031914.465054 0.210566 0.085972 -0.020325 0.030705 0.108632 0.109047 0.987606
1305031914.497127 0.232359 0.095761 -0.031901 0.027797 0.108491 0.106392 0.987997
1305031914.533107 0.249239 0.105271 -0.042863 0.024347 0.111184 0.103235 0.988123
1305031914.565001 0.266020 0.111938 -0.053649 0.021580 0.112071 0.101027 0.988316
1305031914.597122 0.285245 0.124902 -0.066131 0.019685 0.112792 0.096685 0.988707
1305031914.633055 0.302796 0.135495 -0.076463 0.014440 0.115542 0.091650 0.988960
1305031914.665019 0.318446 0.143005 -0.085238 0.008101 0.120561 0.089425 0.988637
1305031914.697129 0.337755 0.146334 -0.093559 0.003415 0.124622 0.091083 0.988009
1305031914.733078 0.356231 0.153511 -0.102952 0.003224 0.127395 0.089494 0.987801
1305031914.764901 0.369564 0.167981 -0.112497 0.002825 0.131186 0.087484 0.987486
1305031914.797119 0.381502 0.172672 -0.118855 -0.002738 0.132783 0.087959 0.987231
1305031914.833133 0.399710 0.169525 -0.125369 -0.008475 0.129860 0.087887 0.987593
1305031914.865128 0.416042 0.171144 -0.132828 -0.010251 0.125583 0.084896 0.988391
1305031914.897188 0.434101 0.172985 -0.140436 -0.011898 0.119564 0.083090 0.989272
1305031914.933099 0.452035 0.168052 -0.146677 -0.012388 0.112629 0.082958 0.990091
1305031914.964978 0.475153 0.173959 -0.156622 -0.008394 0.102674 0.077790 0.991633
1305031914.997078 0.496367 0.182659 -0.166048 -0.005980 0.096883 0.074707 0.992470
1305031915.033152 0.512715 0.187139 -0.172292 -0.005091 0.093274 0.074435 0.992841
1305031915.065009 0.532787 0.191703 -0.179616 -0.003634 0.088366 0.073161 0.993391
1305031915.097024 0.552655 0.192508 -0.185816 -0.003840 0.084733 0.069936 0.993939
1305031915.133208 0.573601 0.191359 -0.191697 -0.002623 0.080891 0.062458 0.994761
1305031915.165021 0.593640 0.192027 -0.197873 0.001221 0.078366 0.052231 0.995555
1305031915.197108 0.608561 0.192268 -0.203588 0.007075 0.076080 0.040676 0.996247
1305031915.233111 0.628115 0.203785 -0.211621 0.014694 0.070612 0.029278 0.996966
1305031915.264979 0.644046 0.207117 -0.216181 0.016274 0.066208 0.021125 0.997449
1305031915.297152 0.659254 0.208411 -0.219811 0.017507 0.058342 0.014232 0.998042
1305031915.333207 0.674778 0.209910 -0.223650 0.018167 0.047846 0.008681 0.998652
1305031915.365050 0.696362 0.208515 -0.227401 0.017788 0.034740 0.001275 0.999237
1305031915.397167 0.717641 0.209949 -0.231333 0.017965 0.022377 -0.007383 0.999561
1305031915.432960 0.737997 0.202772 -0.233539 0.015710 0.010325 -0.016344 0.999690
1305031915.464920 0.756265 0.200352 -0.237099 0.016525 -0.001172 -0.031056 0.999380
1305031915.497121 0.772050 0.203899 -0.241276 0.016620 -0.013545 -0.047618 0.998635
1305031915.533058 0.792497 0.198359 -0.243966 0.012128 -0.027748 -0.059707 0.997756
1305031915.564985 0.821493 0.190915 -0.246133 0.010618 -0.041396 -0.071777 0.996505
1305031915.601161 0.848502 0.188214 -0.249415 0.011163 -0.048074 -0.087054 0.994980
1305031915.633062 0.870674 0.183718 -0.251677 0.010983 -0.048958 -0.097217 0.993998
1305031915.665003 0.886143 0.175982 -0.252829 0.011476 -0.047678 -0.102725 0.993500
1305031915.701106 0.899732 0.174288 -0.254687 0.015036 -0.048889 -0.106803 0.992964
1305031915.733046 0.908733 0.177711 -0.256372 0.017042 -0.054078 -0.109590 0.992358
1305031915.765010 0.922419 0.178739 -0.256799 0.014177 -0.067973 -0.113101 0.991154
1305031915.801243 0.939942 0.169564 -0.252004 0.007937 -0.086430 -0.118324 0.989175
1305031915.833049 0.956401 0.163109 -0.250496 0.006986 -0.102690 -0.126346 0.986632
1305031915.865069 0.978324 0.168050 -0.249811 0.007591 -0.119023 -0.137876 0.983243
1305031915.901234 0.995587 0.162834 -0.246236 0.003052 -0.132536 -0.147945 0.980070
1305031915.933056 1.018011 0.159731 -0.242739 -0.001267 -0.145638 -0.158190 0.976608
1305031915.965061 1.034539 0.145518 -0.236978 -0.007136 -0.154436 -0.164689 0.974154
1305031916.001234 1.057766 0.147036 -0.234434 -0.005099 -0.162551 -0.172274 0.971531
1305031916.033043 1.075505 0.140126 -0.228835 -0.008247 -0.168326 -0.181776 0.968791
1305031916.065060 1.084396 0.110494 -0.219583 -0.009744 -0.173971 -0.190083 0.966182
1305031916.101115 1.095517 0.096382 -0.218902 0.005749 -0.182408 -0.196261 0.963419
1305031916.133093 1.110181 0.090033 -0.218963 0.026981 -0.196699 -0.198749 0.959729
1305031916.165155 1.125823 0.096160 -0.224287 0.052613 -0.212363 -0.199098 0.955245
1305031916.201031 1.142302 0.110639 -0.229603 0.068603 -0.228743 -0.202743 0.949666
1305031916.233050 1.162940 0.096246 -0.224906 0.074207 -0.247422 -0.206822 0.943663
1305031916.265060 1.186975 0.082834 -0.218889 0.086744 -0.263022 -0.213123 0.936949
1305031916.301076 1.208378 0.076827 -0.216657 0.101453 -0.273422 -0.221243 0.930591
1305031916.333426 1.226515 0.059272 -0.214094 0.114967 -0.281099 -0.227791 0.925136
1305031916.365121 1.249986 0.043852 -0.211097 0.133879 -0.286269 -0.234748 0.919250
1305031916.401006 1.267428 0.035367 -0.211835 0.152927 -0.285581 -0.239326 0.915303
1305031916.433168 1.277830 0.028085 -0.216499 0.168067 -0.284451 -0.236695 0.913683
1305031916.465124 1.289541 0.020676 -0.219777 0.181829 -0.287488 -0.231281 0.911481
1305031916.501025 1.296514 0.012643 -0.223770 0.192133 -0.293800 -0.226304 0.908599
1305031916.533266 1.298843 0.002567 -0.229294 0.202132 -0.304335 -0.222544 0.903879
1305031916.565142 1.306375 -0.002116 -0.229420 0.214521 -0.317746 -0.220053 0.896992
1305031916.601238 1.313802 -0.006402 -0.227321 0.221257 -0.330907 -0.219575 0.890692
1305031916.633156 1.320841 -0.019547 -0.223713 0.226258 -0.344186 -0.219231 0.884466
1305031916.665139 1.332010 -0.030960 -0.216805 0.233327 -0.355395 -0.219076 0.878213
1305031916.701048 1.336797 -0.042524 -0.211924 0.241187 -0.363106 -0.219697 0.872764
1305031916.733056 1.340030 -0.052034 -0.207505 0.248244 -0.371138 -0.219649 0.867402
1305031916.765076 1.343218 -0.063308 -0.200454 0.254057 -0.380420 -0.216565 0.862459
1305031916.801088 1.346261 -0.072394 -0.196384 0.260847 -0.388986 -0.211388 0.857883
1305031916.833266 1.351328 -0.082250 -0.188820 0.267217 -0.397487 -0.208277 0.852772
1305031916.865085 1.354972 -0.095833 -0.183873 0.271804 -0.405448 -0.206208 0.848064
1305031916.901017 1.352940 -0.103656 -0.177774 0.277437 -0.414447 -0.202519 0.842763
1305031916.933088 1.358261 -0.108463 -0.164110 0.284841 -0.424042 -0.198917 0.836353
1305031916.965054 1.363876 -0.108834 -0.147355 0.292409 -0.432057 -0.196096 0.830283
1305031917.001132 1.364384 -0.119690 -0.143199 0.298348 -0.439584 -0.191528 0.825270
1305031917.033155 1.364492 -0.141689 -0.145808 0.307389 -0.446893 -0.186493 0.819157
1305031917.065136 1.369725 -0.153753 -0.141887 0.321411 -0.453763 -0.181622 0.811053
1305031917.101130 1.372320 -0.154777 -0.133424 0.336488 -0.458865 -0.178655 0.802684
1305031917.133106 1.375497 -0.155286 -0.120977 0.354232 -0.461742 -0.177278 0.793654
1305031917.165045 1.372220 -0.145647 -0.116404 0.373081 -0.462785 -0.171540 0.785630
1305031917.201175 1.378140 -0.162716 -0.133404 0.385474 -0.464527 -0.165955 0.779797
1305031917.233102 1.383562 -0.176563 -0.141041 0.395857 -0.465551 -0.160413 0.775131
1305031917.265163 1.386652 -0.186215 -0.144488 0.405341 -0.468089 -0.153781 0.770027
1305031917.301107 1.393824 -0.204836 -0.160298 0.409750 -0.471230 -0.149635 0.766588
1305031917.333229 1.398804 -0.226396 -0.176690 0.409676 -0.474029 -0.149459 0.764934
1305031917.365138 1.403090 -0.241485 -0.179048 0.407033 -0.477765 -0.150400 0.763836
1305031917.401065 1.409469 -0.258217 -0.177435 0.402397 -0.481611 -0.152962 0.763368
1305031917.433141 1.417971 -0.273599 -0.170568 0.395510 -0.483445 -0.157529 0.764878
1305031917.465076 1.426725 -0.285885 -0.165789 0.385679 -0.483201 -0.162457 0.769010
1305031917.501158 1.433350 -0.294541 -0.158302 0.370101 -0.481844 -0.169464 0.775973
1305031917.533057 1.441373 -0.287989 -0.131142 0.357009 -0.481612 -0.176135 0.780750
1305031917.565195 1.447259 -0.281282 -0.104853 0.345446 -0.481164 -0.185889 0.783960
1305031917.601069 1.458320 -0.285040 -0.084216 0.332937 -0.481686 -0.196557 0.786446
1305031917.633090 1.468941 -0.287855 -0.064922 0.320737 -0.482868 -0.206083 0.788350
1305031917.665060 1.479035 -0.297323 -0.052301 0.308013 -0.484632 -0.214414 0.790118
1305031917.701096 1.491166 -0.298423 -0.033026 0.295058 -0.487778 -0.219744 0.791660
1305031917.733003 1.502695 -0.294096 -0.012913 0.281810 -0.491760 -0.223599 0.792943
1305031917.765114 1.514824 -0.283566 0.011968 0.268302 -0.495549 -0.229113 0.793696
1305031917.801048 1.526990 -0.277546 0.032555 0.250918 -0.497846 -0.235337 0.796119
1305031917.833090 1.535800 -0.280012 0.045786 0.231811 -0.499365 -0.242712 0.798742
1305031917.865107 1.548775 -0.281551 0.064020 0.213444 -0.501112 -0.251850 0.799938
1305031917.901060 1.563306 -0.278966 0.084442 0.197915 -0.500659 -0.261397 0.801150
1305031917.932948 1.579281 -0.272581 0.106337 0.180651 -0.499950 -0.268385 0.803358
1305031917.965346 1.591524 -0.283766 0.121150 0.160368 -0.498763 -0.277755 0.805214
1305031918.001098 1.601874 -0.294758 0.133372 0.144151 -0.496949 -0.287374 0.806026
1305031918.033144 1.616249 -0.291594 0.144743 0.129767 -0.494371 -0.297256 0.806472
1305031918.065137 1.623721 -0.302418 0.154825 0.113356 -0.492980 -0.310081 0.804966
1305031918.101060 1.639538 -0.305957 0.163854 0.103408 -0.494284 -0.319037 0.802001
1305031918.133054 1.659310 -0.303972 0.177102 0.094842 -0.495624 -0.329558 0.797968
1305031918.165017 1.677255 -0.317475 0.193754 0.082355 -0.496388 -0.338817 0.794997
1305031918.201086 1.691768 -0.322529 0.207782 0.074907 -0.494422 -0.345168 0.794226
1305031918.233042 1.706780 -0.325312 0.223426 0.066622 -0.491618 -0.352761 0.793368
1305031918.265256 1.720750 -0.331865 0.241244 0.057366 -0.488057 -0.361742 0.792245
1305031918.301124 1.734273 -0.334958 0.261562 0.049704 -0.484221 -0.371244 0.790719
1305031918.465089 1.661504 -0.375547 0.366471 0.006374 -0.467802 -0.407843 0.784082
1305031918.501125 1.673562 -0.386551 0.383565 -0.001017 -0.457912 -0.411087 0.788240
1305031918.533134 1.682294 -0.393969 0.400893 -0.003404 -0.449952 -0.415326 0.790592
1305031918.565018 1.691611 -0.402281 0.420949 -0.007991 -0.444378 -0.419306 0.791610
1305031918.601029 1.691995 -0.418660 0.439428 -0.015003 -0.438841 -0.423479 0.792376
1305031918.633027 1.702567 -0.430364 0.458245 -0.017445 -0.437215 -0.426937 0.791368
1305031918.665112 1.709041 -0.443063 0.475160 -0.021891 -0.436057 -0.432127 0.789076
1305031918.701017 1.714562 -0.457099 0.491495 -0.027408 -0.436955 -0.435965 0.786291
1305031918.732948 1.718614 -0.475542 0.509726 -0.032443 -0.438721 -0.440332 0.782674
1305031918.765151 1.727324 -0.497306 0.533284 -0.032069 -0.444344 -0.446596 0.775939
1305031918.801097 1.728111 -0.513490 0.545219 -0.023926 -0.439247 -0.460809 0.770807
1305031918.833123 1.735256 -0.526056 0.558753 -0.015761 -0.439098 -0.470097 0.765476
1305031918.865115 1.738854 -0.539441 0.570996 -0.008594 -0.440963 -0.479895 0.758405
1305031918.901084 1.743242 -0.549862 0.581417 -0.000098 -0.445076 -0.489459 0.749892
1305031918.933071 1.747421 -0.559871 0.591918 0.006542 -0.452166 -0.498434 0.739640
1305031918.965058 1.751242 -0.571775 0.605320 0.012454 -0.460718 -0.508350 0.727437
1305031919.001053 1.751056 -0.582570 0.615741 0.017755 -0.467847 -0.518095 0.715809
1305031919.033082 1.758393 -0.588571 0.629672 0.022853 -0.478558 -0.522890 0.705015
1305031919.065147 1.761768 -0.597098 0.645398 0.023373 -0.488063 -0.529897 0.693150
1305031919.101028 1.761715 -0.607792 0.660117 0.023983 -0.496886 -0.537625 0.680800
1305031919.133133 1.763804 -0.617155 0.676183 0.026048 -0.504636 -0.544457 0.669500
1305031919.165110 1.764811 -0.625850 0.690043 0.026464 -0.511136 -0.550238 0.659755
1305031919.201124 1.766815 -0.632886 0.703200 0.026202 -0.518190 -0.555933 0.649409
1305031919.233093 1.764778 -0.642154 0.712544 0.025273 -0.525844 -0.564481 0.635776
1305031919.265125 1.766822 -0.643793 0.716561 0.028207 -0.530868 -0.569831 0.626639
1305031919.301119 1.761682 -0.662964 0.729792 0.027860 -0.543634 -0.581393 0.604704
1305031919.333120 1.768786 -0.670832 0.741527 0.029251 -0.555028 -0.582631 0.592983
1305031919.364948 1.777114 -0.680711 0.757377 0.028530 -0.565110 -0.585904 0.580132
1305031919.401124 1.780277 -0.692474 0.766671 0.025808 -0.571907 -0.590463 0.568867
1305031919.433256 1.788757 -0.702646 0.777379 0.023961 -0.579371 -0.593137 0.558520
1305031919.465070 1.796654 -0.717957 0.794383 0.023751 -0.587149 -0.598291 0.544738
1305031919.501049 1.802619 -0.734921 0.810154 0.023213 -0.592145 -0.602787 0.534297
1305031919.533110 1.801377 -0.755523 0.820584 0.021811 -0.594457 -0.605740 0.528417
1305031919.565165 1.807539 -0.770204 0.830464 0.025983 -0.597954 -0.604926 0.525205
1305031919.601094 1.811262 -0.785782 0.837470 0.026896 -0.601374 -0.604811 0.521373
1305031919.633127 1.807732 -0.805087 0.841527 0.026668 -0.607281 -0.603797 0.515682
1305031919.665042 1.813458 -0.823438 0.854780 0.031110 -0.616824 -0.599416 0.509177
1305031919.701092 1.811228 -0.844703 0.869555 0.033694 -0.623906 -0.595705 0.504720
1305031919.733117 1.808142 -0.861753 0.877460 0.039467 -0.628744 -0.590727 0.504148
1305031919.765060 1.812833 -0.869533 0.883707 0.043335 -0.634474 -0.583052 0.505584
1305031919.801129 1.809827 -0.878943 0.886800 0.040810 -0.642378 -0.576493 0.503329
1305031919.833072 1.815333 -0.880304 0.893692 0.038461 -0.653601 -0.567916 0.498796
1305031919.865180 1.813316 -0.885893 0.901753 0.029817 -0.663551 -0.563559 0.491134
1305031919.901067 1.794797 -0.901937 0.907139 0.019462 -0.671973 -0.561025 0.483037
1305031919.933102 1.786572 -0.909710 0.917306 0.016264 -0.681081 -0.554282 0.478159
1305031919.965129 1.773917 -0.920022 0.925202 0.009889 -0.688611 -0.548340 0.474384
1305031920.001054 1.760123 -0.929515 0.929578 0.004600 -0.695700 -0.541683 0.471763
1305031920.033118 1.755867 -0.930334 0.933958 0.000317 -0.703926 -0.534792 0.467424
1305031920.065136 1.740263 -0.936611 0.938165 -0.009150 -0.712076 -0.530824 0.459445
1305031920.101055 1.723791 -0.943466 0.944165 -0.014609 -0.720802 -0.526389 0.450716
1305031920.132987 1.713471 -0.944970 0.956014 -0.015475 -0.728172 -0.523076 0.442626
1305031920.165140 1.697257 -0.948918 0.968624 -0.016468 -0.733155 -0.521566 0.436098
1305031920.201166 1.682957 -0.951295 0.986146 -0.013581 -0.735201 -0.521040 0.433372
1305031920.233083 1.661181 -0.959168 0.994893 -0.012570 -0.733432 -0.521095 0.436325
1305031920.265120 1.643219 -0.965490 1.008143 -0.007849 -0.732965 -0.517882 0.441020
1305031920.301096 1.623138 -0.973274 1.021967 -0.003488 -0.731400 -0.514741 0.447307
1305031920.333124 1.605509 -0.984498 1.027557 -0.003409 -0.731780 -0.516437 0.444723
1305031920.365130 1.585876 -0.991656 1.043779 -0.001710 -0.731634 -0.508395 0.454140
1305031920.401115 1.560057 -1.004102 1.058089 -0.001296 -0.729480 -0.504085 0.462337
1305031920.433123 1.538644 -1.014869 1.068523 0.002764 -0.727631 -0.499335 0.470330
1305031920.465148 1.524494 -1.022034 1.069807 0.007371 -0.723696 -0.494583 0.481246
1305031920.501107 1.510653 -1.029655 1.068698 0.012969 -0.720334 -0.489523 0.491241
1305031920.533105 1.503291 -1.031748 1.066293 0.019900 -0.717754 -0.483434 0.500724
1305031920.565153 1.496070 -1.034022 1.062124 0.024701 -0.716059 -0.478438 0.507688
1305031920.601126 1.481850 -1.041849 1.060987 0.026960 -0.715746 -0.473395 0.512716
1305031920.633105 1.464998 -1.051028 1.064659 0.026753 -0.716084 -0.474107 0.511595
1305031920.665129 1.455404 -1.089368 1.071325 0.021361 -0.719307 -0.475746 0.505774
1305031920.701147 1.445344 -1.114399 1.093734 0.023942 -0.718930 -0.471086 0.510533
1305031920.733091 1.436486 -1.123880 1.096365 0.031436 -0.711787 -0.461967 0.528164
1305031920.765152 1.430027 -1.131530 1.098171 0.039002 -0.703742 -0.453688 0.545338
1305031920.801031 1.427269 -1.134925 1.095215 0.047420 -0.694258 -0.443874 0.564565
1305031920.833132 1.421677 -1.139714 1.093852 0.054383 -0.687567 -0.436549 0.577684
1305031920.865163 1.413822 -1.149589 1.095650 0.060168 -0.682004 -0.430503 0.588147
1305031920.901037 1.406886 -1.158490 1.098244 0.064343 -0.676432 -0.422121 0.600095
